# df_oferta
nombre_J	ubicacionesJ_x	ubicacionesJ_y
j01	10	10
j02	12	12
j03	8	12
j04	10	8
j05	11	14
j06	14	12
j07	6	14
j08	6	12
j09	8	6
j10	12	6

# df_niveles
servicio_K	Servicio	sigma_max	d_o_k
k01	Consulta general diagnóstico	100	5
k02	Mamografía y ecografía	90	5
k03	Consulta especializada	90	5
k04	Biopsia diagnóstico	90	5
k05	Patología diagnóstico	80	5
k06	Quimioterapia	80	5
k07	Radioterapia	80	5
k08	Hormonal	80	5
k09	Cirugía	50	5
k10	Cuidados paliativos	50	5

# df_demanda
nombre_I	servicio_K	ubicacionesI_x	ubicacionesI_y	demanda_i
i01	k01	10	10	15
i02	k01	12	12	15
i03	k01	8	12	15
i04	k01	10	8	5
i05	k01	11	14	3
i06	k01	14	12	3
i07	k01	6	14	3
i08	k01	6	12	3
i09	k01	8	6	3
i10	k01	12	6	3
i11	k01	8	10	3
i12	k01	12	10	3
i13	k01	10	14	3
i14	k01	16	14	3
i15	k01	10	4	3
i16	k01	4	14	3

# df_sigma_max
servicio_K	sigma_max
k01	100
k02	90
k03	90
k04	90
k05	80
k06	80
k07	80
k08	80
k09	50
k10	50

# df_capac
nombre_J	servicio_K	s_jk	sigma_jk	c_jk	s_jk*c_jk
i10	j02	k05	0	0	20	0
i10	j03	k05	0	0	20	0
i10	j04	k05	0	0	0	0
i10	j05	k05	0	0	0	0
i10	j06	k05	0	0	0	0
i10	j07	k05	0	0	0	0
i10	j08	k05	0	0	0	0
i10	j09	k05	0	0	0	0
i10	j10	k05	0	0	0	1
i11	j01	k05	0	0	30	0
i11	j02	k05	0	0	20	0
i11	j03	k05	0	0	20	0
i11	j04	k05	0	0	0	0
i11	j05	k05	0	0	0	0
i11	j06	k05	0	0	0	0
i11	j07	k05	0	0	0	0
i11	j08	k05	0	0	0	0
i11	j09	k05	0	0	0	0
i11	j10	k05	0	0	0	1
i12	j01	k05	0	0	30	0
i12	j02	k05	0	0	20	0
i12	j03	k05	0	0	20	0
i12	j04	k05	0	0	0	0
i12	j05	k05	0	0	0	0
i12	j06	k05	0	0	0	0
i12	j07	k05	0	0	0	0
i12	j08	k05	0	0	0	0
i12	j09	k05	0	0	0	0
i12	j10	k05	0	0	0	1
i13	j01	k05	0	0	30	0
i13	j02	k05	0	0	20	0
i13	j03	k05	0	0	20	0
i13	j04	k05	0	0	0	0
i13	j05	k05	0	0	0	0
i13	j06	k05	0	0	0	0
i13	j07	k05	0	0	0	0
i13	j08	k05	0	0	0	0
i13	j09	k05	0	0	0	0
i13	j10	k05	0	0	0	1
i14	j01	k05	0	0	30	0
i14	j02	k05	0	0	20	0
i14	j03	k05	0	0	20	0
i14	j04	k05	0	0	0	0
i14	j05	k05	0	0	0	0
i14	j06	k05	0	0	0	0
i14	j07	k05	0	0	0	0
i14	j08	k05	0	0	0	0
i14	j09	k05	0	0	0	0
i14	j10	k05	0	0	0	1
i15	j01	k05	0	0	30	0
i15	j02	k05	0	0	20	0
i15	j03	k05	0	0	20	0
i15	j04	k05	0	0	0	0
i15	j05	k05	0	0	0	0
i15	j06	k05	0	0	0	0
i15	j07	k05	0	0	0	0
i15	j08	k05	0	0	0	0
i15	j09	k05	0	0	0	0
i15	j10	k05	0	0	0	1
i16	j01	k05	0	0	30	0
i16	j02	k05	0	0	20	0
i16	j03	k05	0	0	20	0
i16	j04	k05	0	0	0	0
i16	j05	k05	0	0	0	0
i16	j06	k05	0	0	0	0
i16	j07	k05	0	0	0	0
i16	j08	k05	0	0	0	0
i16	j09	k05	0	0	0	0
i16	j10	k05	0	0	0	1
i01	j01	k06	0	0	60	1
i01	j02	k06	0	0	40	0
i01	j03	k06	0	0	40	0
i01	j04	k06	0	0	0	0
i01	j05	k06	0	0	0	0
i01	j06	k06	0	0	0	0
i01	j07	k06	0	0	0	0
i01	j08	k06	0	0	0	0
i01	j09	k06	0	0	0	0
i01	j10	k06	0	0	0	0
i02	j01	k06	0	0	60	1
i02	j02	k06	0	0	40	1
i02	j03	k06	0	0	40	0
i02	j04	k06	0	0	0	0
i02	j05	k06	0	0	0	0
i02	j06	k06	0	0	0	0
i02	j07	k06	0	0	0	0
i02	j08	k06	0	0	0	0
i02	j09	k06	0	0	0	0
i02	j10	k06	0	0	0	0
i03	j01	k06	0	0	60	1
i03	j02	k06	0	0	40	0
i03	j03	k06	0	0	40	1
i03	j04	k06	0	0	0	0
i03	j05	k06	0	0	0	0
i03	j06	k06	0	0	0	0
i03	j07	k06	0	0	0	0
i03	j08	k06	0	0	0	0
i03	j09	k06	0	0	0	0
i03	j10	k06	0	0	0	0
i04	j01	k06	0	0	60	0
i04	j02	k06	0	0	40	0
i04	j03	k06	0	0	40	0
i04	j04	k06	0	0	0	1
i04	j05	k06	0	0	0	0
i04	j06	k06	0	0	0	0
i04	j07	k06	0	0	0	0
i04	j08	k06	0	0	0	0
i04	j09	k06	0	0	0	0
i04	j10	k06	0	0	0	0
i05	j01	k06	0	0	60	0
i05	j02	k06	0	0	40	0
i05	j03	k06	0	0	40	0
i05	j04	k06	0	0	0	0
i05	j05	k06	0	0	0	1
i05	j06	k06	0	0	0	0
i05	j07	k06	0	0	0	0
i05	j08	k06	0	0	0	0
i05	j09	k06	0	0	0	0
i05	j10	k06	0	0	0	0
i06	j01	k06	0	0	60	0
i06	j02	k06	0	0	40	0
i06	j03	k06	0	0	40	0
i06	j04	k06	0	0	0	0
i06	j05	k06	0	0	0	0
i06	j06	k06	0	0	0	1
i06	j07	k06	0	0	0	0
i06	j08	k06	0	0	0	0
i06	j09	k06	0	0	0	0
i06	j10	k06	0	0	0	0
i07	j01	k06	0	0	60	0
i07	j02	k06	0	0	40	0
i07	j03	k06	0	0	40	0
i07	j04	k06	0	0	0	0
i07	j05	k06	0	0	0	0
i07	j06	k06	0	0	0	0
i07	j07	k06	0	0	0	1
i07	j08	k06	0	0	0	0
i07	j09	k06	0	0	0	0
i07	j10	k06	0	0	0	0
i08	j01	k06	0	0	60	0
i08	j02	k06	0	0	40	0
i08	j03	k06	0	0	40	0
i08	j04	k06	0	0	0	0
i08	j05	k06	0	0	0	0
i08	j06	k06	0	0	0	0
i08	j07	k06	0	0	0	0
i08	j08	k06	0	0	0	1
i08	j09	k06	0	0	0	0
i08	j10	k06	0	0	0	0
i09	j01	k06	0	0	60	0
i09	j02	k06	0	0	40	0
i09	j03	k06	0	0	40	0
i09	j04	k06	0	0	0	0
i09	j05	k06	0	0	0	0
i09	j06	k06	0	0	0	0
i09	j07	k06	0	0	0	0
i09	j08	k06	0	0	0	0
i09	j09	k06	0	0	0	1
i09	j10	k06	0	0	0	0
i10	j01	k06	0	0	60	0
i10	j02	k06	0	0	40	0
i10	j03	k06	0	0	40	0
i10	j04	k06	0	0	0	0
i10	j05	k06	0	0	0	0
i10	j06	k06	0	0	0	0
i10	j07	k06	0	0	0	0
i10	j08	k06	0	0	0	0
i10	j09	k06	0	0	0	0
i10	j10	k06	0	0	0	1
i11	j01	k06	0	0	60	0
i11	j02	k06	0	0	40	0
i11	j03	k06	0	0	40	0
i11	j04	k06	0	0	0	0
i11	j05	k06	0	0	0	0
i11	j06	k06	0	0	0	0
i11	j07	k06	0	0	0	0
i11	j08	k06	0	0	0	0
i11	j09	k06	0	0	0	0
i11	j10	k06	0	0	0	1
i12	j01	k06	0	0	60	0
i12	j02	k06	0	0	40	0
i12	j03	k06	0	0	40	0
i12	j04	k06	0	0	0	0
i12	j05	k06	0	0	0	0
i12	j06	k06	0	0	0	0
i12	j07	k06	0	0	0	0
i12	j08	k06	0	0	0	0
i12	j09	k06	0	0	0	0
i12	j10	k06	0	0	0	1
i13	j01	k06	0	0	60	0
i13	j02	k06	0	0	40	0
i13	j03	k06	0	0	40	0
i13	j04	k06	0	0	0	0
i13	j05	k06	0	0	0	0
i13	j06	k06	0	0	0	0
i13	j07	k06	0	0	0	0
i13	j08	k06	0	0	0	0
i13	j09	k06	0	0	0	0
i13	j10	k06	0	0	0	1
i14	j01	k06	0	0	60	0
i14	j02	k06	0	0	40	0
i14	j03	k06	0	0	40	0
i14	j04	k06	0	0	0	0
i14	j05	k06	0	0	0	0
i14	j06	k06	0	0	0	0
i14	j07	k06	0	0	0	0
i14	j08	k06	0	0	0	0
i14	j09	k06	0	0	0	0
i14	j10	k06	0	0	0	1
i15	j01	k06	0	0	60	0
i15	j02	k06	0	0	40	0
i15	j03	k06	0	0	40	0
i15	j04	k06	0	0	0	0
i15	j05	k06	0	0	0	0
i15	j06	k06	0	0	0	0
i15	j07	k06	0	0	0	0
i15	j08	k06	0	0	0	0
i15	j09	k06	0	0	0	0
i15	j10	k06	0	0	0	1
i16	j01	k06	0	0	60	0
i16	j02	k06	0	0	40	0
i16	j03	k06	0	0	40	0
i16	j04	k06	0	0	0	0
i16	j05	k06	0	0	0	0
i16	j06	k06	0	0	0	0
i16	j07	k06	0	0	0	0
i16	j08	k06	0	0	0	0
i16	j09	k06	0	0	0	0
i16	j10	k06	0	0	0	1
i01	j01	k07	0	0	60	1
i01	j02	k07	0	0	40	0
i01	j03	k07	0	0	40	0
i01	j04	k07	0	0	0	0
i01	j05	k07	0	0	0	0
i01	j06	k07	0	0	0	0
i01	j07	k07	0	0	0	0
i01	j08	k07	0	0	0	0
i01	j09	k07	0	0	0	0
i01	j10	k07	0	0	0	0
i02	j01	k07	0	0	60	1
i02	j02	k07	0	0	40	1
i02	j03	k07	0	0	40	0
i02	j04	k07	0	0	0	0
i02	j05	k07	0	0	0	0
i02	j06	k07	0	0	0	0
i02	j07	k07	0	0	0	0
i02	j08	k07	0	0	0	0
i02	j09	k07	0	0	0	0
i02	j10	k07	0	0	0	0
i03	j01	k07	0	0	60	1
i03	j02	k07	0	0	40	0
i03	j03	k07	0	0	40	1
i03	j04	k07	0	0	0	0
i03	j05	k07	0	0	0	0
i03	j06	k07	0	0	0	0
i03	j07	k07	0	0	0	0
i03	j08	k07	0	0	0	0
i03	j09	k07	0	0	0	0
i03	j10	k07	0	0	0	0
i04	j01	k07	0	0	60	0
i04	j02	k07	0	0	40	0
i04	j03	k07	0	0	40	0
i04	j04	k07	0	0	0	1
i04	j05	k07	0	0	0	0
i04	j06	k07	0	0	0	0
i04	j07	k07	0	0	0	0
i04	j08	k07	0	0	0	0
i04	j09	k07	0	0	0	0
i04	j10	k07	0	0	0	0
i05	j01	k07	0	0	60	0
i05	j02	k07	0	0	40	0
i05	j03	k07	0	0	40	0
i05	j04	k07	0	0	0	0
i05	j05	k07	0	0	0	1
i05	j06	k07	0	0	0	0
i05	j07	k07	0	0	0	0
i05	j08	k07	0	0	0	0
i05	j09	k07	0	0	0	0
i05	j10	k07	0	0	0	0
i06	j01	k07	0	0	60	0
i06	j02	k07	0	0	40	0
i06	j03	k07	0	0	40	0
i06	j04	k07	0	0	0	0
i06	j05	k07	0	0	0	0
i06	j06	k07	0	0	0	1
i06	j07	k07	0	0	0	0
i06	j08	k07	0	0	0	0
i06	j09	k07	0	0	0	0
i06	j10	k07	0	0	0	0
i07	j01	k07	0	0	60	0
i07	j02	k07	0	0	40	0
i07	j03	k07	0	0	40	0
i07	j04	k07	0	0	0	0
i07	j05	k07	0	0	0	0
i07	j06	k07	0	0	0	0
i07	j07	k07	0	0	0	1
i07	j08	k07	0	0	0	0
i07	j09	k07	0	0	0	0
i07	j10	k07	0	0	0	0
i08	j01	k07	0	0	60	0
i08	j02	k07	0	0	40	0
i08	j03	k07	0	0	40	0
i08	j04	k07	0	0	0	0
i08	j05	k07	0	0	0	0
i08	j06	k07	0	0	0	0
i08	j07	k07	0	0	0	0
i08	j08	k07	0	0	0	1
i08	j09	k07	0	0	0	0
i08	j10	k07	0	0	0	0
i09	j01	k07	0	0	60	0
i09	j02	k07	0	0	40	0
i09	j03	k07	0	0	40	0
i09	j04	k07	0	0	0	0
i09	j05	k07	0	0	0	0
i09	j06	k07	0	0	0	0
i09	j07	k07	0	0	0	0
i09	j08	k07	0	0	0	0
i09	j09	k07	0	0	0	1
i09	j10	k07	0	0	0	0
i10	j01	k07	0	0	60	0
i10	j02	k07	0	0	40	0
i10	j03	k07	0	0	40	0
i10	j04	k07	0	0	0	0
i10	j05	k07	0	0	0	0
i10	j06	k07	0	0	0	0
i10	j07	k07	0	0	0	0
i10	j08	k07	0	0	0	0
i10	j09	k07	0	0	0	0
i10	j10	k07	0	0	0	1
i11	j01	k07	0	0	60	0
i11	j02	k07	0	0	40	0
i11	j03	k07	0	0	40	0
i11	j04	k07	0	0	0	0
i11	j05	k07	0	0	0	0
i11	j06	k07	0	0	0	0
i11	j07	k07	0	0	0	0
i11	j08	k07	0	0	0	0
i11	j09	k07	0	0	0	0
i11	j10	k07	0	0	0	1
i12	j01	k07	0	0	60	0
i12	j02	k07	0	0	40	0
i12	j03	k07	0	0	40	0
i12	j04	k07	0	0	0	0
i12	j05	k07	0	0	0	0
i12	j06	k07	0	0	0	0
i12	j07	k07	0	0	0	0
i12	j08	k07	0	0	0	0
i12	j09	k07	0	0	0	0
i12	j10	k07	0	0	0	1
i13	j01	k07	0	0	60	0
i13	j02	k07	0	0	40	0
i13	j03	k07	0	0	40	0
i13	j04	k07	0	0	0	0
i13	j05	k07	0	0	0	0
i13	j06	k07	0	0	0	0
i13	j07	k07	0	0	0	0
i13	j08	k07	0	0	0	0
i13	j09	k07	0	0	0	0
i13	j10	k07	0	0	0	1
i14	j01	k07	0	0	60	0
i14	j02	k07	0	0	40	0
i14	j03	k07	0	0	40	0
i14	j04	k07	0	0	0	0
i14	j05	k07	0	0	0	0
i14	j06	k07	0	0	0	0
i14	j07	k07	0	0	0	0
i14	j08	k07	0	0	0	0
i14	j09	k07	0	0	0	0
i14	j10	k07	0	0	0	1
i15	j01	k07	0	0	60	0
i15	j02	k07	0	0	40	0
i15	j03	k07	0	0	40	0
i15	j04	k07	0	0	0	0
i15	j05	k07	0	0	0	0
i15	j06	k07	0	0	0	0
i15	j07	k07	0	0	0	0
i15	j08	k07	0	0	0	0
i15	j09	k07	0	0	0	0
i15	j10	k07	0	0	0	1
i16	j01	k07	0	0	60	0
i16	j02	k07	0	0	40	0
i16	j03	k07	0	0	40	0
i16	j04	k07	0	0	0	0
i16	j05	k07	0	0	0	0
i16	j06	k07	0	0	0	0
i16	j07	k07	0	0	0	0
i16	j08	k07	0	0	0	0
i16	j09	k07	0	0	0	0
i16	j10	k07	0	0	0	1
i01	j01	k08	0	0	0	1
i01	j02	k08	0	0	0	0
i01	j03	k08	0	0	0	0
i01	j04	k08	0	0	0	0
i01	j05	k08	0	0	0	0
i01	j06	k08	0	0	0	0
i01	j07	k08	0	0	0	0
i01	j08	k08	0	0	0	0
i01	j09	k08	0	0	0	0
i01	j10	k08	0	0	0	0
i02	j01	k08	0	0	0	1
i02	j02	k08	0	0	0	1
i02	j03	k08	0	0	0	0
i02	j04	k08	0	0	0	0
i02	j05	k08	0	0	0	0
i02	j06	k08	0	0	0	0
i02	j07	k08	0	0	0	0
i02	j08	k08	0	0	0	0
i02	j09	k08	0	0	0	0
i02	j10	k08	0	0	0	0
i03	j01	k08	0	0	0	1
i03	j02	k08	0	0	0	0
i03	j03	k08	0	0	0	1
i03	j04	k08	0	0	0	0
i03	j05	k08	0	0	0	0
i03	j06	k08	0	0	0	0
i03	j07	k08	0	0	0	0
i03	j08	k08	0	0	0	0
i03	j09	k08	0	0	0	0
i03	j10	k08	0	0	0	0
i04	j01	k08	0	0	0	0
i04	j02	k08	0	0	0	0
i04	j03	k08	0	0	0	0
i04	j04	k08	0	0	0	1
i04	j05	k08	0	0	0	0
i04	j06	k08	0	0	0	0
i04	j07	k08	0	0	0	0
i04	j08	k08	0	0	0	0
i04	j09	k08	0	0	0	0
i04	j10	k08	0	0	0	0
i05	j01	k08	0	0	0	0
i05	j02	k08	0	0	0	0
i05	j03	k08	0	0	0	0
i05	j04	k08	0	0	0	0
i05	j05	k08	0	0	0	1
i05	j06	k08	0	0	0	0
i05	j07	k08	0	0	0	0
i05	j08	k08	0	0	0	0
i05	j09	k08	0	0	0	0
i05	j10	k08	0	0	0	0
i06	j01	k08	0	0	0	0
i06	j02	k08	0	0	0	0
i06	j03	k08	0	0	0	0
i06	j04	k08	0	0	0	0
i06	j05	k08	0	0	0	0
i06	j06	k08	0	0	0	1
i06	j07	k08	0	0	0	0
i06	j08	k08	0	0	0	0
i06	j09	k08	0	0	0	0
i06	j10	k08	0	0	0	0
i07	j01	k08	0	0	0	0
i07	j02	k08	0	0	0	0
i07	j03	k08	0	0	0	0
i07	j04	k08	0	0	0	0
i07	j05	k08	0	0	0	0
i07	j06	k08	0	0	0	0
i07	j07	k08	0	0	0	1
i07	j08	k08	0	0	0	0
i07	j09	k08	0	0	0	0
i07	j10	k08	0	0	0	0
i08	j01	k08	0	0	0	0
i08	j02	k08	0	0	0	0
i08	j03	k08	0	0	0	0
i08	j04	k08	0	0	0	0
i08	j05	k08	0	0	0	0
i08	j06	k08	0	0	0	0
i08	j07	k08	0	0	0	0
i08	j08	k08	0	0	0	1
i08	j09	k08	0	0	0	0
i08	j10	k08	0	0	0	0
i09	j01	k08	0	0	0	0
i09	j02	k08	0	0	0	0
i09	j03	k08	0	0	0	0
i09	j04	k08	0	0	0	0
i09	j05	k08	0	0	0	0
i09	j06	k08	0	0	0	0
i09	j07	k08	0	0	0	0
i09	j08	k08	0	0	0	0
i09	j09	k08	0	0	0	1
i09	j10	k08	0	0	0	0
i10	j01	k08	0	0	0	0
i10	j02	k08	0	0	0	0
i10	j03	k08	0	0	0	0
i10	j04	k08	0	0	0	0
i10	j05	k08	0	0	0	0
i10	j06	k08	0	0	0	0
i10	j07	k08	0	0	0	0
i10	j08	k08	0	0	0	0
i10	j09	k08	0	0	0	0
i10	j10	k08	0	0	0	1
i11	j01	k08	0	0	0	0
i11	j02	k08	0	0	0	0
i11	j03	k08	0	0	0	0
i11	j04	k08	0	0	0	0
i11	j05	k08	0	0	0	0
i11	j06	k08	0	0	0	0
i11	j07	k08	0	0	0	0
i11	j08	k08	0	0	0	0
i11	j09	k08	0	0	0	0
i11	j10	k08	0	0	0	1
i12	j01	k08	0	0	0	0
i12	j02	k08	0	0	0	0
i12	j03	k08	0	0	0	0
i12	j04	k08	0	0	0	0
i12	j05	k08	0	0	0	0
i12	j06	k08	0	0	0	0
i12	j07	k08	0	0	0	0
i12	j08	k08	0	0	0	0
i12	j09	k08	0	0	0	0
i12	j10	k08	0	0	0	1
i13	j01	k08	0	0	0	0
i13	j02	k08	0	0	0	0
i13	j03	k08	0	0	0	0
i13	j04	k08	0	0	0	0
i13	j05	k08	0	0	0	0
i13	j06	k08	0	0	0	0
i13	j07	k08	0	0	0	0
i13	j08	k08	0	0	0	0
i13	j09	k08	0	0	0	0
i13	j10	k08	0	0	0	1
i14	j01	k08	0	0	0	0
i14	j02	k08	0	0	0	0
i14	j03	k08	0	0	0	0
i14	j04	k08	0	0	0	0
i14	j05	k08	0	0	0	0
i14	j06	k08	0	0	0	0
i14	j07	k08	0	0	0	0
i14	j08	k08	0	0	0	0
i14	j09	k08	0	0	0	0
i14	j10	k08	0	0	0	1
i15	j01	k08	0	0	0	0
i15	j02	k08	0	0	0	0
i15	j03	k08	0	0	0	0
i15	j04	k08	0	0	0	0
i15	j05	k08	0	0	0	0
i15	j06	k08	0	0	0	0
i15	j07	k08	0	0	0	0
i15	j08	k08	0	0	0	0
i15	j09	k08	0	0	0	0
i15	j10	k08	0	0	0	1
i16	j01	k08	0	0	0	0
i16	j02	k08	0	0	0	0
i16	j03	k08	0	0	0	0
i16	j04	k08	0	0	0	0
i16	j05	k08	0	0	0	0
i16	j06	k08	0	0	0	0
i16	j07	k08	0	0	0	0
i16	j08	k08	0	0	0	0
i16	j09	k08	0	0	0	0
i16	j10	k08	0	0	0	1
i01	j01	k09	0	0	0	1
i01	j02	k09	0	0	0	0
i01	j03	k09	0	0	0	0
i01	j04	k09	0	0	0	0
i01	j05	k09	0	0	0	0
i01	j06	k09	0	0	0	0
i01	j07	k09	0	0	0	0
i01	j08	k09	0	0	0	0
i01	j09	k09	0	0	0	0
i01	j10	k09	0	0	0	0
i02	j01	k09	0	0	0	1
i02	j02	k09	0	0	0	1
i02	j03	k09	0	0	0	0
i02	j04	k09	0	0	0	0
i02	j05	k09	0	0	0	0
i02	j06	k09	0	0	0	0
i02	j07	k09	0	0	0	0
i02	j08	k09	0	0	0	0
i02	j09	k09	0	0	0	0
i02	j10	k09	0	0	0	0
i03	j01	k09	0	0	0	1
i03	j02	k09	0	0	0	0
i03	j03	k09	0	0	0	1
i03	j04	k09	0	0	0	0
i03	j05	k09	0	0	0	0
i03	j06	k09	0	0	0	0
i03	j07	k09	0	0	0	0
i03	j08	k09	0	0	0	0
i03	j09	k09	0	0	0	0
i03	j10	k09	0	0	0	0
i04	j01	k09	0	0	0	0
i04	j02	k09	0	0	0	0
i04	j03	k09	0	0	0	0
i04	j04	k09	0	0	0	1
i04	j05	k09	0	0	0	0
i04	j06	k09	0	0	0	0
i04	j07	k09	0	0	0	0
i04	j08	k09	0	0	0	0
i04	j09	k09	0	0	0	0
i04	j10	k09	0	0	0	0
i05	j01	k09	0	0	0	0
i05	j02	k09	0	0	0	0
i05	j03	k09	0	0	0	0
i05	j04	k09	0	0	0	0
i05	j05	k09	0	0	0	1
i05	j06	k09	0	0	0	0
i05	j07	k09	0	0	0	0
i05	j08	k09	0	0	0	0
i05	j09	k09	0	0	0	0
i05	j10	k09	0	0	0	0
i06	j01	k09	0	0	0	0
i06	j02	k09	0	0	0	0
i06	j03	k09	0	0	0	0
i06	j04	k09	0	0	0	0
i06	j05	k09	0	0	0	0
i06	j06	k09	0	0	0	1
i06	j07	k09	0	0	0	0
i06	j08	k09	0	0	0	0
i06	j09	k09	0	0	0	0
i06	j10	k09	0	0	0	0
i07	j01	k09	0	0	0	0
i07	j02	k09	0	0	0	0
i07	j03	k09	0	0	0	0
i07	j04	k09	0	0	0	0
i07	j05	k09	0	0	0	0
i07	j06	k09	0	0	0	0
i07	j07	k09	0	0	0	1
i07	j08	k09	0	0	0	0
i07	j09	k09	0	0	0	0
i07	j10	k09	0	0	0	0
i08	j01	k09	0	0	0	0
i08	j02	k09	0	0	0	0
i08	j03	k09	0	0	0	0
i08	j04	k09	0	0	0	0
i08	j05	k09	0	0	0	0
i08	j06	k09	0	0	0	0
i08	j07	k09	0	0	0	0
i08	j08	k09	0	0	0	1
i08	j09	k09	0	0	0	0
i08	j10	k09	0	0	0	0
i09	j01	k09	0	0	0	0
i09	j02	k09	0	0	0	0
i09	j03	k09	0	0	0	0
i09	j04	k09	0	0	0	0
i09	j05	k09	0	0	0	0
i09	j06	k09	0	0	0	0
i09	j07	k09	0	0	0	0
i09	j08	k09	0	0	0	0
i09	j09	k09	0	0	0	1
i09	j10	k09	0	0	0	0
i10	j01	k09	0	0	0	0
i10	j02	k09	0	0	0	0
i10	j03	k09	0	0	0	0
i10	j04	k09	0	0	0	0
i10	j05	k09	0	0	0	0
i10	j06	k09	0	0	0	0
i10	j07	k09	0	0	0	0
i10	j08	k09	0	0	0	0
i10	j09	k09	0	0	0	0
i10	j10	k09	0	0	0	1
i11	j01	k09	0	0	0	0
i11	j02	k09	0	0	0	0
i11	j03	k09	0	0	0	0
i11	j04	k09	0	0	0	0
i11	j05	k09	0	0	0	0
i11	j06	k09	0	0	0	0
i11	j07	k09	0	0	0	0
i11	j08	k09	0	0	0	0
i11	j09	k09	0	0	0	0
i11	j10	k09	0	0	0	1
i12	j01	k09	0	0	0	0
i12	j02	k09	0	0	0	0
i12	j03	k09	0	0	0	0
i12	j04	k09	0	0	0	0
i12	j05	k09	0	0	0	0
i12	j06	k09	0	0	0	0
i12	j07	k09	0	0	0	0
i12	j08	k09	0	0	0	0
i12	j09	k09	0	0	0	0
i12	j10	k09	0	0	0	1
i13	j01	k09	0	0	0	0
i13	j02	k09	0	0	0	0
i13	j03	k09	0	0	0	0
i13	j04	k09	0	0	0	0
i13	j05	k09	0	0	0	0
i13	j06	k09	0	0	0	0
i13	j07	k09	0	0	0	0
i13	j08	k09	0	0	0	0
i13	j09	k09	0	0	0	0
i13	j10	k09	0	0	0	1
i14	j01	k09	0	0	0	0
i14	j02	k09	0	0	0	0
i14	j03	k09	0	0	0	0
i14	j04	k09	0	0	0	0
i14	j05	k09	0	0	0	0
i14	j06	k09	0	0	0	0
i14	j07	k09	0	0	0	0
i14	j08	k09	0	0	0	0
i14	j09	k09	0	0	0	0
i14	j10	k09	0	0	0	1
i15	j01	k09	0	0	0	0
i15	j02	k09	0	0	0	0
i15	j03	k09	0	0	0	0
i15	j04	k09	0	0	0	0
i15	j05	k09	0	0	0	0
i15	j06	k09	0	0	0	0
i15	j07	k09	0	0	0	0
i15	j08	k09	0	0	0	0
i15	j09	k09	0	0	0	0
i15	j10	k09	0	0	0	1
i16	j01	k09	0	0	0	0
i16	j02	k09	0	0	0	0
i16	j03	k09	0	0	0	0
i16	j04	k09	0	0	0	0
i16	j05	k09	0	0	0	0
i16	j06	k09	0	0	0	0
i16	j07	k09	0	0	0	0
i16	j08	k09	0	0	0	0
i16	j09	k09	0	0	0	0
i16	j10	k09	0	0	0	1
i01	j01	k10	0	0	0	1
i01	j02	k10	0	0	0	0
i01	j03	k10	0	0	0	0
i01	j04	k10	0	0	0	0
i01	j05	k10	0	0	0	0
i01	j06	k10	0	0	0	0
i01	j07	k10	0	0	0	0
i01	j08	k10	0	0	0	0
i01	j09	k10	0	0	0	0
i01	j10	k10	0	0	0	0
i02	j01	k10	0	0	0	1
i02	j02	k10	0	0	0	1
i02	j03	k10	0	0	0	0
i02	j04	k10	0	0	0	0
i02	j05	k10	0	0	0	0
i02	j06	k10	0	0	0	0
i02	j07	k10	0	0	0	0
i02	j08	k10	0	0	0	0
i02	j09	k10	0	0	0	0
i02	j10	k10	0	0	0	0
i03	j01	k10	0	0	0	1
i03	j02	k10	0	0	0	0
i03	j03	k10	0	0	0	1
i03	j04	k10	0	0	0	0
i03	j05	k10	0	0	0	0
i03	j06	k10	0	0	0	0
i03	j07	k10	0	0	0	0
i03	j08	k10	0	0	0	0
i03	j09	k10	0	0	0	0
i03	j10	k10	0	0	0	0
i04	j01	k10	0	0	0	0
i04	j02	k10	0	0	0	0
i04	j03	k10	0	0	0	0
i04	j04	k10	0	0	0	1
i04	j05	k10	0	0	0	0
i04	j06	k10	0	0	0	0
i04	j07	k10	0	0	0	0
i04	j08	k10	0	0	0	0
i04	j09	k10	0	0	0	0
i04	j10	k10	0	0	0	0
i05	j01	k10	0	0	0	0
i05	j02	k10	0	0	0	0
i05	j03	k10	0	0	0	0
i05	j04	k10	0	0	0	0
i05	j05	k10	0	0	0	1
i05	j06	k10	0	0	0	0
i05	j07	k10	0	0	0	0
i05	j08	k10	0	0	0	0
i05	j09	k10	0	0	0	0
i05	j10	k10	0	0	0	0
i06	j01	k10	0	0	0	0
i06	j02	k10	0	0	0	0
i06	j03	k10	0	0	0	0
i06	j04	k10	0	0	0	0
i06	j05	k10	0	0	0	0
i06	j06	k10	0	0	0	1
i06	j07	k10	0	0	0	0
i06	j08	k10	0	0	0	0
i06	j09	k10	0	0	0	0
i06	j10	k10	0	0	0	0
i07	j01	k10	0	0	0	0
i07	j02	k10	0	0	0	0
i07	j03	k10	0	0	0	0
i07	j04	k10	0	0	0	0
i07	j05	k10	0	0	0	0
i07	j06	k10	0	0	0	0
i07	j07	k10	0	0	0	1
i07	j08	k10	0	0	0	0
i07	j09	k10	0	0	0	0
i07	j10	k10	0	0	0	0
i08	j01	k10	0	0	0	0
i08	j02	k10	0	0	0	0
i08	j03	k10	0	0	0	0
i08	j04	k10	0	0	0	0
i08	j05	k10	0	0	0	0
i08	j06	k10	0	0	0	0
